"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",127.493120621029,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",129.872592911035,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",133.041630309637,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.558574984217,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.636799991078,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.525597747489,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",145.258896165687,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",133.703355034956,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",137.61399127142,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",142.645969824546,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",147.828903806934,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",152.838503204911,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",159.884655017892,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",166.523217309141,
"CRI","HOUSECOST","RENT","IDX2015","Q","2020-Q4",109.488291858436,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q1",109.946147950888,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q2",110.141046160099,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q3",110.650063937404,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q4",111.374364582033,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",141.509180515887,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",144.713188788499,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",146.971170901838,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",150.876129129258,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",154.769511186253,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",161.334759007409,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",168.536119458594,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",128.52667929234,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",130.882999352522,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",132.38036574749,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",134.987180015604,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",138.099454876845,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.133638285329,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",143.621335359191,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",84.9605881803414,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",85.3918577844634,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",85.4764377531619,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",85.6690368581174,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",86.3676676123425,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",86.6483322599303,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",87.0898721911427,
